gene	geneLabel	cloneA	cloneALabel	cloneB	cloneBLabel	exprA	exprB	foldChange
http://example.org/mcbo#gene_ACTB	ACTB	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	1100.0	800.0	
http://example.org/mcbo#gene_ACTB	ACTB	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	800.0	1000.0	
http://example.org/mcbo#gene_ACTB	ACTB	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	800.0	950.0	
http://example.org/mcbo#gene_ACTB	ACTB	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	800.0	1100.0	
http://example.org/mcbo#gene_ACTB	ACTB	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	800.0	800.0	
http://example.org/mcbo#gene_ACTB	ACTB	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	1000.0	1000.0	
http://example.org/mcbo#gene_ACTB	ACTB	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	1000.0	950.0	
http://example.org/mcbo#gene_ACTB	ACTB	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	1000.0	1100.0	
http://example.org/mcbo#gene_ACTB	ACTB	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	1000.0	800.0	
http://example.org/mcbo#gene_ACTB	ACTB	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	950.0	1000.0	
http://example.org/mcbo#gene_ACTB	ACTB	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	950.0	950.0	
http://example.org/mcbo#gene_ACTB	ACTB	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	950.0	1100.0	
http://example.org/mcbo#gene_ACTB	ACTB	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	950.0	800.0	
http://example.org/mcbo#gene_ACTB	ACTB	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	1100.0	1000.0	
http://example.org/mcbo#gene_ACTB	ACTB	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	1100.0	950.0	
http://example.org/mcbo#gene_ACTB	ACTB	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	1100.0	1100.0	
http://example.org/mcbo#gene_ACTB	ACTB	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	1100.0	800.0	
http://example.org/mcbo#gene_ACTB	ACTB	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	800.0	1000.0	
http://example.org/mcbo#gene_ACTB	ACTB	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	800.0	950.0	
http://example.org/mcbo#gene_ACTB	ACTB	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	800.0	1100.0	
http://example.org/mcbo#gene_ACTB	ACTB	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	800.0	800.0	
http://example.org/mcbo#gene_BCL2	BCL2	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	80.0	80.0	
http://example.org/mcbo#gene_BCL2	BCL2	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	80.0	90.0	
http://example.org/mcbo#gene_BCL2	BCL2	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	80.0	60.0	
http://example.org/mcbo#gene_BCL2	BCL2	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	80.0	150.0	
http://example.org/mcbo#gene_BCL2	BCL2	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	90.0	80.0	
http://example.org/mcbo#gene_BCL2	BCL2	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	90.0	90.0	
http://example.org/mcbo#gene_BCL2	BCL2	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	90.0	60.0	
http://example.org/mcbo#gene_BCL2	BCL2	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	90.0	150.0	
http://example.org/mcbo#gene_BCL2	BCL2	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	60.0	80.0	
http://example.org/mcbo#gene_BCL2	BCL2	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	60.0	90.0	
http://example.org/mcbo#gene_BCL2	BCL2	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	60.0	60.0	
http://example.org/mcbo#gene_BCL2	BCL2	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	60.0	150.0	
http://example.org/mcbo#gene_BCL2	BCL2	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	150.0	80.0	
http://example.org/mcbo#gene_BCL2	BCL2	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	150.0	90.0	
http://example.org/mcbo#gene_BCL2	BCL2	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	150.0	60.0	
http://example.org/mcbo#gene_BCL2	BCL2	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	150.0	150.0	
http://example.org/mcbo#gene_BCL2	BCL2	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	80.0	80.0	
http://example.org/mcbo#gene_BCL2	BCL2	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	80.0	90.0	
http://example.org/mcbo#gene_BCL2	BCL2	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	80.0	60.0	
http://example.org/mcbo#gene_BCL2	BCL2	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	80.0	150.0	
http://example.org/mcbo#gene_BCL2	BCL2	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	90.0	80.0	
http://example.org/mcbo#gene_BCL2	BCL2	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	90.0	90.0	
http://example.org/mcbo#gene_BCL2	BCL2	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	90.0	60.0	
http://example.org/mcbo#gene_BCL2	BCL2	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	90.0	150.0	
http://example.org/mcbo#gene_BCL2	BCL2	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	60.0	80.0	
http://example.org/mcbo#gene_BCL2	BCL2	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	60.0	90.0	
http://example.org/mcbo#gene_BCL2	BCL2	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	60.0	60.0	
http://example.org/mcbo#gene_BCL2	BCL2	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	60.0	150.0	
http://example.org/mcbo#gene_BCL2	BCL2	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	150.0	80.0	
http://example.org/mcbo#gene_BCL2	BCL2	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	150.0	90.0	
http://example.org/mcbo#gene_BCL2	BCL2	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	150.0	60.0	
http://example.org/mcbo#gene_BCL2	BCL2	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	150.0	150.0	
http://example.org/mcbo#gene_GAPDH	GAPDH	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	800.0	800.0	
http://example.org/mcbo#gene_GAPDH	GAPDH	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	800.0	850.0	
http://example.org/mcbo#gene_GAPDH	GAPDH	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	800.0	900.0	
http://example.org/mcbo#gene_GAPDH	GAPDH	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	800.0	700.0	
http://example.org/mcbo#gene_GAPDH	GAPDH	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	850.0	800.0	
http://example.org/mcbo#gene_GAPDH	GAPDH	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	850.0	850.0	
http://example.org/mcbo#gene_GAPDH	GAPDH	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	850.0	900.0	
http://example.org/mcbo#gene_GAPDH	GAPDH	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	850.0	700.0	
http://example.org/mcbo#gene_GAPDH	GAPDH	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	900.0	800.0	
http://example.org/mcbo#gene_GAPDH	GAPDH	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	900.0	850.0	
http://example.org/mcbo#gene_GAPDH	GAPDH	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	900.0	900.0	
http://example.org/mcbo#gene_GAPDH	GAPDH	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	900.0	700.0	
http://example.org/mcbo#gene_GAPDH	GAPDH	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	700.0	800.0	
http://example.org/mcbo#gene_GAPDH	GAPDH	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	700.0	850.0	
http://example.org/mcbo#gene_GAPDH	GAPDH	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	700.0	900.0	
http://example.org/mcbo#gene_GAPDH	GAPDH	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	700.0	700.0	
http://example.org/mcbo#gene_GAPDH	GAPDH	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	800.0	800.0	
http://example.org/mcbo#gene_GAPDH	GAPDH	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	800.0	850.0	
http://example.org/mcbo#gene_GAPDH	GAPDH	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	800.0	900.0	
http://example.org/mcbo#gene_GAPDH	GAPDH	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	800.0	700.0	
http://example.org/mcbo#gene_GAPDH	GAPDH	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	850.0	800.0	
http://example.org/mcbo#gene_GAPDH	GAPDH	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	850.0	850.0	
http://example.org/mcbo#gene_GAPDH	GAPDH	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	850.0	900.0	
http://example.org/mcbo#gene_GAPDH	GAPDH	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	850.0	700.0	
http://example.org/mcbo#gene_GAPDH	GAPDH	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	900.0	800.0	
http://example.org/mcbo#gene_GAPDH	GAPDH	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	900.0	850.0	
http://example.org/mcbo#gene_GAPDH	GAPDH	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	900.0	900.0	
http://example.org/mcbo#gene_GAPDH	GAPDH	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	900.0	700.0	
http://example.org/mcbo#gene_GAPDH	GAPDH	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	700.0	800.0	
http://example.org/mcbo#gene_GAPDH	GAPDH	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	700.0	850.0	
http://example.org/mcbo#gene_GAPDH	GAPDH	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	700.0	900.0	
http://example.org/mcbo#gene_GAPDH	GAPDH	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	700.0	700.0	
http://example.org/mcbo#gene_HIF1A	HIF1A	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	120.0	120.0	
http://example.org/mcbo#gene_HIF1A	HIF1A	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	120.0	100.0	
http://example.org/mcbo#gene_HIF1A	HIF1A	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	120.0	180.0	
http://example.org/mcbo#gene_HIF1A	HIF1A	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	120.0	80.0	
http://example.org/mcbo#gene_HIF1A	HIF1A	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	100.0	120.0	
http://example.org/mcbo#gene_HIF1A	HIF1A	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	100.0	100.0	
http://example.org/mcbo#gene_HIF1A	HIF1A	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	100.0	180.0	
http://example.org/mcbo#gene_HIF1A	HIF1A	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	100.0	80.0	
http://example.org/mcbo#gene_HIF1A	HIF1A	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	180.0	120.0	
http://example.org/mcbo#gene_HIF1A	HIF1A	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	180.0	100.0	
http://example.org/mcbo#gene_HIF1A	HIF1A	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	180.0	180.0	
http://example.org/mcbo#gene_HIF1A	HIF1A	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	180.0	80.0	
http://example.org/mcbo#gene_HIF1A	HIF1A	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	80.0	120.0	
http://example.org/mcbo#gene_HIF1A	HIF1A	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	80.0	100.0	
http://example.org/mcbo#gene_HIF1A	HIF1A	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	80.0	180.0	
http://example.org/mcbo#gene_HIF1A	HIF1A	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	80.0	80.0	
http://example.org/mcbo#gene_HIF1A	HIF1A	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	120.0	120.0	
http://example.org/mcbo#gene_HIF1A	HIF1A	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	120.0	100.0	
http://example.org/mcbo#gene_HIF1A	HIF1A	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	120.0	180.0	
http://example.org/mcbo#gene_HIF1A	HIF1A	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	120.0	80.0	
http://example.org/mcbo#gene_HIF1A	HIF1A	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	100.0	120.0	
http://example.org/mcbo#gene_HIF1A	HIF1A	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	100.0	100.0	
http://example.org/mcbo#gene_HIF1A	HIF1A	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	100.0	180.0	
http://example.org/mcbo#gene_HIF1A	HIF1A	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	100.0	80.0	
http://example.org/mcbo#gene_HIF1A	HIF1A	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	180.0	120.0	
http://example.org/mcbo#gene_HIF1A	HIF1A	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	180.0	100.0	
http://example.org/mcbo#gene_HIF1A	HIF1A	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	180.0	180.0	
http://example.org/mcbo#gene_HIF1A	HIF1A	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	180.0	80.0	
http://example.org/mcbo#gene_HIF1A	HIF1A	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	80.0	120.0	
http://example.org/mcbo#gene_HIF1A	HIF1A	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	80.0	100.0	
http://example.org/mcbo#gene_HIF1A	HIF1A	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	80.0	180.0	
http://example.org/mcbo#gene_HIF1A	HIF1A	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	80.0	80.0	
http://example.org/mcbo#gene_MYC	MYC	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	250.0	250.0	
http://example.org/mcbo#gene_MYC	MYC	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	250.0	200.0	
http://example.org/mcbo#gene_MYC	MYC	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	250.0	300.0	
http://example.org/mcbo#gene_MYC	MYC	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	250.0	150.0	
http://example.org/mcbo#gene_MYC	MYC	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	200.0	250.0	
http://example.org/mcbo#gene_MYC	MYC	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	200.0	200.0	
http://example.org/mcbo#gene_MYC	MYC	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	200.0	300.0	
http://example.org/mcbo#gene_MYC	MYC	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	200.0	150.0	
http://example.org/mcbo#gene_MYC	MYC	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	300.0	250.0	
http://example.org/mcbo#gene_MYC	MYC	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	300.0	200.0	
http://example.org/mcbo#gene_MYC	MYC	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	300.0	300.0	
http://example.org/mcbo#gene_MYC	MYC	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	300.0	150.0	
http://example.org/mcbo#gene_MYC	MYC	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	150.0	250.0	
http://example.org/mcbo#gene_MYC	MYC	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	150.0	200.0	
http://example.org/mcbo#gene_MYC	MYC	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	150.0	300.0	
http://example.org/mcbo#gene_MYC	MYC	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	150.0	150.0	
http://example.org/mcbo#gene_MYC	MYC	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	250.0	250.0	
http://example.org/mcbo#gene_MYC	MYC	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	250.0	200.0	
http://example.org/mcbo#gene_MYC	MYC	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	250.0	300.0	
http://example.org/mcbo#gene_MYC	MYC	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	250.0	150.0	
http://example.org/mcbo#gene_MYC	MYC	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	200.0	250.0	
http://example.org/mcbo#gene_MYC	MYC	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	200.0	200.0	
http://example.org/mcbo#gene_MYC	MYC	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	200.0	300.0	
http://example.org/mcbo#gene_MYC	MYC	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	200.0	150.0	
http://example.org/mcbo#gene_MYC	MYC	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	300.0	250.0	
http://example.org/mcbo#gene_MYC	MYC	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	300.0	200.0	
http://example.org/mcbo#gene_MYC	MYC	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	300.0	300.0	
http://example.org/mcbo#gene_MYC	MYC	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	300.0	150.0	
http://example.org/mcbo#gene_MYC	MYC	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	150.0	250.0	
http://example.org/mcbo#gene_MYC	MYC	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	150.0	200.0	
http://example.org/mcbo#gene_MYC	MYC	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	150.0	300.0	
http://example.org/mcbo#gene_MYC	MYC	http://example.org/mcbo#clone_Clone_B	Clone_B	http://example.org/mcbo#clone_Clone_A	Clone_A	150.0	150.0	
http://example.org/mcbo#gene_TP53	TP53	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	100.0	100.0	
http://example.org/mcbo#gene_TP53	TP53	http://example.org/mcbo#clone_Clone_A	Clone_A	http://example.org/mcbo#clone_Clone_B	Clone_B	100.0	120.0	
